InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
8ed27013-40bb-418a-8092-5cda69ad0a0f,Sam decided to go skateboarding on the street.,Sam was doing well until a car swerved in front of him.,Sam fell and broke his arm.,Sam went to the hospital and his arm was put in a cast.,He refused to wear it and left the hospital.,All his friends thought his cast was cool.,
c4e88c8a-c4e5-4acc-abab-31f3bc8f0eeb,Sam has a toothache.,He makes a dentist appointment.,Sam is very nervous.,Sam's dentist is very nice and gentle.,Sam was happy with the dentist he chose.,Sam's dentist removed all his teeth and made him dentures.,
ae1e675d-9286-44d1-b3d0-b526f998ad4e,Samantha went to the park in the morning.,She went to walk her dog.,Her dog pooped on the grass.,Samantha forgot to carry a plastic bag.,Samantha looked around and left.,Samantha bagged the poop.,
14fcbbb1-fa2b-4d31-850a-b2dc5269e9f0,Samantha was happy to go away for the summer.,She told all of her friends that she was going to Hawaii.,"At the last minute, her brother gets sick.",Samantha vacation was canceled.,Samantha was ecstatic!,Samantha was so disappointed!,
21370b7a-2cf8-4bdd-9b76-b21bd2c6ca0c,Sandy recently lost her job.,"As a consequence, Sandy could not pay her mortgage.","After several months, Sandy's got some bad news.",Sandy was told her house was being foreclosed on.,Sandy lost her home.,Sandy bought three new homes.,
a0ff79a8-9bad-4496-9cd1-fcd0bfba0b1c,Sara came back from the market.,And she was eager to try the new coffee that she bought.,"After she finished preparing it, she drank away.",Sara was amazed by how smooth and rich it tasted.,Sara decided this was her new favorite coffee.,Sara hated the bitter taste of coffee.,
6823a042-3e1f-451d-b78e-79b54df93ef6,Sarah was typing out an essay for her English class.,Her laptop started to make a funny noise.,The screen turned black.,Sarah took her laptop to a computer repair shop.,She let them keep the computer.,The shop fixed her computer.,
2990bd13-1e35-4c91-a155-b5e361e8e2aa,Sean loved to play video games.,He played games on his computer and on his consoles.,"He played games all day, every day.",Sean ignored everything else around him.,Sean hates videos games.,He became very good at video games.,
64282401-fccb-4f20-9987-915e8630698c,Seth has worked at the air conditioning factory for six years.,One day his supervisor calls a meeting for the entire department.,Seth's supervisor announces that the factory has to shut down.,Seth realizes in terror that he needs to find new work.,Seth thinks he can find a job at the air conditioning factory.,Seth thinks it is a good idea to update his resume.,
bd25e730-04b9-4cdf-bf0c-62ddeffd7cea,Shawn's pillow is lumpy and old.,Sometimes Shawn can't sleep at night.,He goes into town to buy a new pillow.,Shawn is very excited to sleep tonight!,Shawn hopes the pillow works.,Shawn hopes to return the pillow.,
9e620c24-3555-43ae-8a3c-237450544e4c,Robert had a crush on Sue.,Sue had a crush on Robert.,Robert asked Sue on a date.,She agreed to go.,"At the end of their date, Sue thought Bill was a nice guy.","After their date, Robert and Sue decided to have a second one.",
8d3b8f61-99cb-431b-be9c-677805acb9a6,The lady's at Gina's Grandma's church cooked for them.,"After the funeral, they had the food all set up.",Gina had the best fried chicken of her life that day.,She also discovered sweet Hawaiian bread.,She thanked the lady profusely.,Gina threw a temper tantrum that they didn't serve steak.,
1f96a50e-6912-44a5-b3ca-4ad8806f97c8,Kim decided she wanted to become a vegetarian.,"She was only thirteen, but she knew it was the right thing to do.",Her mother refused to stop cooking meat.,She also refused to cook something special just for Kim each meal.,Her mom made a nice burger and fries meal and Kim had a big bite!,Kim decided to only eat the meatless parts of the meals.,
ef19d1bd-5766-4a1f-9c74-781d987c096d,Sally bought herself grapes.,Within a day they were gone.,She didn't eat them.,She asked her roommates but they all denied eating them.,Sally was confused at what happened to the grapes.,Sally ate the grapes.,
99044b37-bdc0-45a1-bd00-54658efe94ec,Lacey had a bunch of chickens.,"One day, she realized one had laid an egg!",She was so excited until she realized the egg was cold.,She asked her son about it.,Her son didn't know what she was talking about.,Her son had taken an egg from the icebox and put it in the nest.,
70c1b6a2-1aa7-4a87-9843-d320904a2c80,Hailey was participating in her school marathon.,"However, she forgot to bring her running shoes.",Hailey was still determined.,She asked her teacher if she could borrow hers for the day.,The teacher admired Haley's passion and agreed.,Hailey was weak-willed.,
ac59b42c-44e5-4bff-addc-a57fa31cddcb,Sara decided to go for a run.,She laced up her sneakers and headed out the door.,As she was jogging down the street she slipped on some ice.,She badly injured her leg.,Sara stood up and limped back home.,Sara jogged without any incidents.,
01702f2a-58a7-404d-a5c4-dca671151899,Sheena mocked her sister's fear of expiration dates.,She slurped down the yogurt that was two days past the use by date.,She felt the sickness hit her as she drove home.,She barely pulled over in time before she threw up uncontrollably.,Sheena felt great.,Sheena felt terrible.,
51d7bf71-a134-4edb-833f-5b2d75b472bd,Aya wanted to paint a picture.,She bought a canvas and paints.,Then she sat down by a window for inspiration.,She began to paint an image of the landscape.,Aya put the finishing strokes on a picture of a skyscraper.,Aya became famous for her landscape pictures.,
b902a251-0476-442f-8b66-171c8d7351fc,Nina wanted to skateboard.,But she knew no other girls to teach her!,So she bought her own skateboard.,"She began to skate on her own, slowly.",Before long Nina was the best basketball player in the state.,"Over time, she became really good.",
a876d679-236c-45ea-bd07-93c4803dfbe5,Deirdra wanted to be a great blues musician.,She listened to a lot of work by greats like BB King and Taj Mahal.,She bought a guitar and tuned it for blues music.,She booked a bar venue and started getting her work out there.,"At her first gig, she realized she never learned how to play.",She played small venues regularly and became well known.,
3214edcb-1991-4160-9cf5-fb979b3ae259,Nina practiced her bowling every week.,Her league had a contest coming up.,"When the contest day came, she was prepared.",She bowled all strikes and spares.,This was one of her best rounds of golf.,It was one of her best games.,
aa325804-bbbb-43b0-a932-91d9ea5da8ca,Tina was a project manager for a technology company.,She built software used in clinical trials.,She met with the client to determine their needs and requirements.,She configured the software to match their requirements.,Tina ignored the client's requirements.,Tina made her client very happy with her diligence.,
2b7e97c6-000e-4b69-ad1d-6c8b35f0a005,Maria smelled the fresh Autumn air and decided to celebrate.,She wanted to make candy apples.,She picked up the ingredients at a local market and headed home.,She cooked the candy and prepared the apples.,She enjoyed the candy apples.,Mari's apple pie was delicious.,
e1e6da42-0c02-4a43-b9d8-2831125fd69f,Class started in ten minutes and I had a math assignment due.,My older friend volunteered to do it for me.,"Unfortunately, my teacher found out about the copying.",She crumbled my paper and threw it in the trash.,My teacher gave me an F for the assignment.,My teacher gave me an A on the paper.,
40453996-7a8b-46e2-a846-9b7034709b06,Kimmi really wanted a new cell phone.,She asked her father if he could buy one for her.,He said no.,She decided that she would work to get it for herself.,She saved enough money to buy a cell phone on her own.,Kim saved up enough money to buy a used car.,
359f8163-350b-42f7-9bff-c3d4c15110e0,Aidan's family had moved to a very rural area.,His parents discussed schooling options.,Aidan's mom didn't want him to ride a bus for three hours every day.,She decided to teach him herself.,Aidan enjoyed riding the bus every day.,Aidan learned a lot from his mom.,
4dc374db-2fb0-4646-b67c-0649b11c7f94,Lucy loved writing poems.,One day Lucy's mom was very upset.,Lucy hated seeing her mom unhappy.,She decided to write her a poem.,Lucy's mom hated the poem.,The poem made Lucy's mom feel better.,
7ce99b14-6bfd-488f-9e8e-c71f5cf1a5c1,My wife was coming home early from work last night.,I decided to make sandwiches.,She usually enjoys them quite a bit.,She didn't come home when she said she would.,"When she came home, I warmed up the chicken.",I kept the sandwiches in the refrigerator until she arrived.,
92d1f0e6-e0af-4f05-a8ef-eb385cb65732,Shannon was sad because she lost her necklace.,She thought it might be at work or in her car.,Shannon looked all over for the necklace.,She didn't find it in the car or at work.,So Shannon decided to look for her necklace at home.,Shannon bought a dog to replace it.,
33dbc2f9-11da-4426-8e49-299987a689cd,Jenny is very thirsty.,She suspects she is dehydrated.,"Finally, she was able to find a water bottle.",She drank the whole thing.,Jenny would always remember to pack a water bottle.,Jenny left the small town behind and jetted off to  London.,
5c20df60-4a79-4f92-ba7f-7815ccdf37d8,Molly wanted a new outfit for the first day of school.,She did extra chores to save the money to go shopping.,"At the store, she found an outfit she thought looked unique.",She excitedly dressed in the new outfit and headed to school.,She went back home and changed into a pair of jeans.,Everyone complimented her on her choice in clothing.,
95b6a6ce-5251-4e75-bb85-023cbebd24f7,Amy was visiting her best friend in Phoenix.,It was her first time in Arizona.,She was excited to see the town.,She exited the airport and was struck by the heat.,Amy began to sweat.,Amy began shivering.,
a7be27e2-10c2-4e00-b9c7-6e1c0843a3bc,Kelly was excited to watch food network star.,She absolutely loved that show.,Every time she watched it she felt inspired.,She felt like she wanted to join one day.,She decided to try and win The Amazing Race.,She wrote the Food Network to see if she could go on the show.,
9f9f858a-d845-4dc9-b9ea-a9b5e29dcb2d,Dana couldn't find her car keys this morning.,She looked everywhere.,She examined each room carefully.,She finally signaled a sigh of relief.,Dana found her keys in her back pocket.,Dana walked to work instead.,
cabf8271-f808-45b1-a067-77dc3fb58ebd,Sue was hungry.,She went to the refrigerator and cupboard in search of food.,She saw that she had no food.,"She found her jacket, purse, and keys.",She sat on a porch outside.,Sue drove to a hamburger joint.,
a9347971-1043-4e4d-a86b-b5cfffcc0b7b,Jenny always used to take long walks with her husband Bill.,"After they divorced, Jenny stayed in the house and didn't go on walks.",One day Jenny decided to start taking walks again.,"She found that the walks were still nice, even without Bill.",Jenny felt too sad to go on walks after that.,Jenny continued taking a walk every evening after that.,
422cb4ef-bac5-46e7-9bb5-ac2bab281d94,Andy misplaced his keys.,He looked high and low and still no luck.,He asked his wife where his keys could be.,She found them under the couch,Andy was grateful and gave his wife a kiss.,Andy was mad at his wife and told her she was lazy.,
81c91ce1-6ef4-4d01-9710-129cdaf88c5f,Katie saw a woman begging on the street.,"Others passed without paying any attention, but Katie stopped.",She felt very bad for the beggar woman.,She fumbled in her purse and handed the woman a ten dollar bill.,The beggar cursed Katie for her rudeness.,Katie walked away smiling after helping the beggar.,
1752aa54-d5be-4321-b6b8-a02e5d4b24d1,Sara really wanted a new dress for prom.,"However, she could not afford one.",She decided to make her own.,She gathered the materials and set to work.,Sara successfully made some pants.,Sara had no skills and the dress was a mess.,
370c4a2c-80af-45c8-8b41-d4d71c48c8ee,A G Bear is a teddy bear with a box.,It talks back to you in gibberish.,I bought one for my wife when we were young.,She gave it to our daughter when she was three.,Our daughter was very thankful for the gift.,Our daughter felt depressed.,
2c03bc7c-dc09-45d7-a55b-bfb9c222d4dd,My wife is expecting our first child.,She is glowing and I love her more every day.,She loves to post pictures of her belly on Facebook.,She gets so many likes and positive comments.,We are happy about having a child.,We are sad about having a child.,
edd03374-e7b0-4fbe-9400-c33d1613104d,Bethany was self-conscious about her arm hair.,She tried shaving it off.,It grew back within a few weeks.,She got a laser hair removal treatment.,She wished it would grow back.,She felt better about herself.,
fc735389-d5be-4668-9c22-a774a4c1d6c9,Cassie always wanted to be an actress.,She had some experience as a child doing plays at school.,"One day, she saw an ad in the paper for auditions at the theater.",She got her nerve up and went to the casting call the next day.,Cassie joined the army.,"To Cassie's surprise, they gave her a callback.",
f7e0b3a5-7ea7-4b74-b52f-0edb8b481855,Samantha had recently purchased a used car.,She loved everything about the car except for the color.,She took her car to her local paint shop.,She got it painted a bright pink color.,Samantha likes the color of her car now.,Samantha thinks her bus looks pretty now.,
ed573ce1-36cd-4089-bd23-f744e7212a49,Ali always takes the train to get to work each day.,One day she was very sick but still went to work.,She worked hard all day and even took work home.,She got on the train and fell asleep.,She was a lazy employee.,She missed her stop and had to take a bus home.,
2e2236c4-047e-4c9a-a923-67c10204c256,Dawn was envious of Cora's new car.,"On Halloween night, Dawn keyed the car.",Cora was crushed.,She had completely no idea who may have done it.,Cora then confronted Dawn about doing it.,Dawn felt happy about getting away with it.,
5c0c63ed-9e41-467a-96b1-71bda10953c3,My sister in law had only four teeth.,She did not see a dentist for Years.,Last month her teeth started bothering her.,She had her teeth pulled.,Now my sister-in-law has to use dentures.,Now my sister-in-law enjoys hard candy and caramel apples.,
0e9dc4b6-4688-4076-a08e-ae03a4a50d7e,My sister in law is an elephant lover.,She collected 100 elephant figurines.,"Lately, she grew tired of her collection.",She had me try to sell the figurines on eBay.,My sister in law will make some money.,My sister in law bought more elephants.,
973a5b27-fc58-4d68-88dd-713eaeb5eebe,Susan had just moved to California.,One morning she woke up to a loud deep rumbling.,She felt the earth move underneath her.,She had never experienced something like this before.,Susan was witnessing her first earthquake.,She couldn't believe it was happening to her again.,
28c0ca55-a1d8-46aa-9307-66016ac6f280,Jane was paranoid and valued her privacy.,She went out to the mall to look for a privacy filter.,"At the mobile shop, she found one that would fit her phone.",She had them install the privacy filter.,She shared her phone number with all her friends.,That helped her feel more relaxed.,
7c5f3b2e-2e80-4db8-a7d3-03b654c9eaac,The seventh grader wore high heels to school.,She looked like a colt trying to walk.,She ended up falling.,She had to go to the nurse.,The nurse told her not to wear heels anymore.,The seventh grader's parents were very pleased.,
4d5e6dd6-ec39-452b-8175-65ef634bc4c2,Jessica likes to get coffee before work.,One morning she was running five minutes late.,"When she got to the coffee shop, the line was very long.",She had to go to work without coffee that morning.,She felt energized and alert all morning.,She was frustrated all morning.,
efd4e93e-fc7e-40b6-8d42-6821fc7046ba,Jamie loves to read books and has thousands of them.,Her house is becoming too crowded with books but she wants them all.,Her son bought her a tablet and showed her how to use it.,She has put all of her books onto the one tablet.,Jamie prefers to watch movies to reading books.,Jamie now reads all the books she wants on the tablet.,
b7d4e978-2f44-47c2-8b9c-a5263db8d7e9,We moved to Cambridge in 2013.,Our cat came to the new place first.,She was unfamiliar with the new home.,She hid in the kitchen cabinet for hours as we moved.,We were finally able to coax the cat out with treats.,The cat loved wondering the new home.,
9a57ef71-b7bb-4d56-9246-73d4f95d3122,Aya entered a contest at her grocery store.,Shoppers could submit their receipts into a drawing for a new car.,"Aya shopped a lot, so she had a lot of entries.",She hoped to win the new car!,Aya stopped shopping.,Aya waited with anticipation.,
ee9dcfb7-d02b-43f3-bf50-2b425c45a577,Gina was bored in detention.,She decided to text her friend Mary across the room.,She knew the mean teacher wouldn't approve.,She kept her phone in her purse to hide it from the teacher.,Gina then texted her teacher.,Mary texted back.,
679ca070-66a3-42d7-91fa-4886e58a39fe,"Charles thought Sherry was a poor girl, and he loved her.",Sherry had been on unemployment for a year since Charles met her.,"One day, Sherry was very busy and savvy finding a job.",She landed a position as a loan officer in a bank.,Charles lost interest in Sherry when she became self-supporting.,Sherry found the job of a teller did not pay the bills.,
479fadd2-4abe-433c-9d95-f736342e17e5,Tina invited Todd to dinner.,She went to the fish market for something special.,She was frightened by all the fish eyes staring at her.,She left without buying anything.,Tina decided they'd eat out for dinner.,They had fish for dinner that night with extra fish eyes.,
a50258ca-8e12-47e3-995b-23a4095521e2,Gina popped her new CD Single into her boom box.,The first song was the one she liked.,The second was a mystery to her.,She listened to the second one first.,Gina decided she liked it as much as the first one.,Gina knew every word and sang along.,
0b0aee32-80dd-4706-a752-909084836039,Jennifer was hungry on a rainy day.,She looked through her house but didn't have much.,"Suddenly, she noticed a can on her shelf.",She looked at it and it was chicken noodle soup.,Jennifer opened the can and began to eat.,Jennifer couldn't find food so she went hungry.,
fec4b61f-2cc2-49fd-a99a-a81a77075f1e,Trouble comes when folks do not listen.,My daughter did not listen to me today.,She was dancing too close to the wall.,She lost control and hit the corner of the wall.,My daughter learned her lesson the hard way.,I bought my daughter some ice cream for listening so well.,
a52e8c16-2857-465d-b5a0-a789f5655fb2,My niece loves the Frozen movie.,She always wants it put on.,She goes around the house singing.,She loves screaming let it go.,She sings it over and over again.,She loves sports and hates princess things.,
ea843bfa-42cf-4c11-8983-da7e6ab11dd9,"On Easter, Hannah wanted to dye some eggs with her children.",The family sat around the table with the eggs and colors ready.,She helped her daughter make a pink and yellow egg.,She made herself a light blue egg.,Hannah loved the craft project.,Hannah was upset that she didn't get to eat scrambled eggs.,
75e0f598-0c5f-44e2-ae57-ef3b77506e3c,Sue had a sore throat.,She didn't know what to do.,She took cough drops and that didn't work.,"She made hot tea, and that didn't stop the soreness.",Sue made an appointment with the doctor as a last resort.,Sue was relieved that her sore throat cures worked.,
85afd77c-499b-4a1f-994b-67646d46047f,Natalie went out of her way to make people unhappy.,She wanted other people to be as unhappy as her.,She primarily worked with petty insults.,"She made people self-conscious, and they left her alone.",Natalie made friends very easily.,"Natalie died a bitter crone, loved by no one.",
842e5031-d448-423d-a31d-ea5c2902bbe0,Maya was afraid that she was too old to have a family.,She dreamed of meeting the perfect man and having kids.,"Finally, she joined a dating service to try to meet the right man.",She met a great guy who eventually asked her to marry him.,Maya said yes.,Maya decided to never get married.,
e4912256-bdb8-46d7-a8d1-73c9f4913852,Rachel went biking on a mountain trail.,She took a less-used route.,Rachel got lost in the woods the trail was in.,She met a park ranger in the woods and they got out.,Rachel felt lucky.,But Rachel didn't need his help.,
8e5eea51-db32-4fd1-987a-052589986e92,Felicia enrolls at the local university to study accounting.,"She encounters many challenges, including difficult tests and work.","After working very hard on her courses, Felicia earns her degree.",She packs up her things to move to her first job in New York City.,Felicia expected to lose her job the next day.,Felicia is excited to begin a new life.,
3d9934c6-edae-4c2c-85b4-8690c9373f3e,Tammy went for lunch at a cafe.,"There, she bought French fries and a soda.",She ate them both happily.,She paid a reasonable price for her meal.,Tammy was pleased with lunch.,Tammy wrote a poor review of the cafe on Yelp.,
abb6f612-1a9c-4cd7-b2ce-77631eb496e4,My sister in law Sue was angry last week.,Her boss Cara accused her of putting too many people on a shift.,Sue said she did not make the schedule the day in question.,She pulled the timesheets to prove her point.,Her boss apologized for the accusation.,Sara was fired.,
2eeb21ad-9e83-4ee2-bc4e-97a9b9590d88,Brittany knitted scarves.,She tried to make each one unique.,She was making a scarf for her father.,She put a snake design on it.,Now Brittany's father wears a boa around his neck.,Brittany's father loved his solid blue scarf.,
7669ab41-da1d-427a-82a0-299ecc53a16d,Martha loved to watch nature from her porch.,She decided to buy a bird feeder.,She put bird food into the feeder.,She put it up on a tree in her backyard.,Martha was sad when no birds made use of it.,Martha baked an apple pie and put it on the feeder.,
14449d5b-9692-45b2-805e-0feb965f15d1,It was Christmas morning.,"Amy was opening her gifts hurriedly, looking for the special one.",Then she saw the last box in the corner.,She quickly ripped off the wrapping paper.,She calmly walked to school in the rain.,It was the new doll she asked her mother for.,
06e1daec-6811-4bd5-8384-7ce182d7dea3,Avery needed to get to work.,She wanted to take the bus or a cab.,"She found she had no money, credit cards or tokens.",She realized that she had no options but to walk.,Avery was happy about her financial situation.,Avery put on her shoes and began her trek.,
707296bb-eff6-4cdf-9a77-aab0f8b875e3,Aspen was about to get married.,She was getting ready when she saw a text from her fiancé.,He was worried that she had left him at the altar.,She realized that she was twenty minutes late.,Aspen began to panic.,Aspen didn't care if she worried her future husband.,
3662e08a-8ae9-4e0a-b070-6c9abdb70758,Tia went out to a bar one night with a guy she'd just met.,The unscrupulous guy drugged Tia's martini when she wasn't looking!,"Poor Tia, unsuspecting, drank the martini and became very groggy.",She remembered nothing until she woke up naked the next morning.,She smiled and went back to sleep.,She went to the police and filed a report.,
fdb9c698-10e9-486d-b5e5-238649994ea5,Last week I ran into the cutest girl ever.,We were both at the grocery store and our eyes met.,I mustered up the courage to ask for her number.,She said no.,I went on about my day.,She gave me her number.,
9c8d1625-8312-4e7a-839c-c4cbcaeb6a4b,Linda went to a special retreat to relax.,"On the first day, she was weirdly told to wear a white robe.",Everything they did was in unison and things were getting strange.,She said this was not a retreat but a cult following.,Linda left as soon as she could.,Linda had a lot of fun.,
bde637e9-99d3-4b6c-8559-73c8e9c3d9c3,Gina decided to go to gym class in her everyday clothes.,The teacher sent her back to the locker room to change.,She stormed off making a scene.,She sat in the locker room sulking until the teacher came to find her.,She had a long talk with the teacher after class.,The teacher praised her.,
1e80a435-478b-4811-90d1-2a7be36e2d3b,Debbie wanted to be a rock star.,After she graduated she moved to LA to start a band.,She had no money and less experience.,She saved up to buy a guitar.,She practiced the drums every day.,Debbie practiced every day for four hours.,
1b8c9758-d332-4110-88aa-ef2bff9b6292,Vianna needed an entirely new wardrobe.,She checked online for places where she could buy clothing on a budget.,She saw that forever twenty-one had good clothing.,She saw many items that she liked.,She placed an order online.,She decided not to buy anything.,
10229125-2db8-4df5-b86f-5b8c3d9c990b,Jane was going to a Halloween party.,She decided to go as a witch.,She drove to work in the rain.,"She stepped out of the car, she was splashed by another car.",Jane was starting to feel she had witch's curse reversal powers.,"Being splashed, put Jane in a great mood.",
f0cfefdd-566b-4255-bba0-700d7a16c572,I was at the laundromat last Sunday.,There was a cute girl doing her laundry there too.,I went up and started making small talk.,She smiled but didn't seem interested.,I left her alone but kept sneaking little glances.,I bought her a dress that afternoon.,
e3d13981-9f19-42c7-8d5a-4dedccf0e17f,Jill went on a road trip last month.,She wanted to travel from Boston to Seattle.,"Halfway through, her car broke down.","She spent hours on the side of the road, waiting for AAA.",Jill was glad that they arrived so quickly.,They fixed her car and sent her on her way.,
625b4d7c-5bc7-45a3-bc32-c3d32b9c2484,Missy bought a ticket to the carnival.,"She went in and looked around, open-mouthed.",She loved all the games and rides!,She spent the whole day having a great time.,Missy vowed never to go back to the carnival again.,Missy decided to go back to the carnival the next day.,
d6f0fada-ef12-4096-9e87-3aca7c69e790,Ana was walking home from school one afternoon.,She was texting on her phone as she walked.,"Not paying attention, And walked right into a telephone pole!",She split her lip open quite badly.,Ana went to get a metal stud piercing for her lip.,Ana also got splinters in her lips!,
5a476b99-7d8e-42da-93df-7cc111980890,Blanche wanted to lose weight.,She ate less and exercised more.,After a month she began to feel better.,She started to notice a difference in the mirror as well.,Blanche was very concerned and scared by her weight loss.,Blanche was happy about her weight loss.,
97bf8620-1848-4823-a5e1-9d1f342c8d26,Gina just wanted to be alone to cry.,The only place she could do that in the school was the bathroom.,But people were in the bathroom.,She stood with her hand on the door feeling the tears burn her eyes.,She couldn't help but burst into peals of laughter.,She tried to be as quiet as possible while she sobbed.,
cd3be77a-29d1-4a05-b2f7-c5c20f816241,She closed the door and locked it behind her.,Her movement was sultry as she approached him.,He watched in easy anticipation.,She swept him into her arms and they kissed.,Then they painted the room.,Then they had sex.,
b1b3a14a-9bba-4f03-8e50-436669e63cb5,I called Carly to ask her on a date.,I got her voicemail.,I texted her that we should talk soon.,"She texted me back, asking why we should talk soon.",I told her I hated her.,I told her I liked her.,
0f988193-d9ef-40ed-b274-80d31beb523a,Mary ate pudding every day.,"She ate it for breakfast, lunch, and dinner.",One day she ran out of pudding.,She then decided to become a chef.,Mary never made pudding as a chef.,Mary loved sweets.,
0af8f4d5-07b7-437e-8679-d180311532d9,Cindy's room had white walls.,But she complained that they reflected too much light.,So she decided to have her walls painted blue.,She thought her room was more calming.,She hated it and switched to black paint.,She was pleased with the results.,
92b51cdd-590f-45ce-9835-e0c4b3550cb8,Stephanie realized that some money was gone from her drawer.,When she brought it up to her manager they investigated.,It turned out that one of her coworkers was stealing money.,She thought it was a waste because they were tipped so well.,The manager fired the stealing employee.,"Stephanie started stealing from work, too.",
2e396245-dc8f-4f36-b958-5f24a66c09c7,An elderly female customer asked where infrared heaters were located.,She was disappointed that all of our infrared heaters were electrical.,She wanted it to keep her warm after terrorists destroy the power grid.,She thought this meant ISIS was coming to burn down the power poles.,The elderly customer was quite amusing.,The old lady asked directions to the nearest Mosque.,
aac56a8b-902d-4284-93d7-082a1dbc0bf0,Jerry and Stacey had been dating for a few months.,He knew he loved her but was shy about saying it.,He finally mustered up enough courage and told her.,She told him she loved him as well.,Jerry and Stacey remembered this day for the rest of their lives.,That was the night Jerry and Stacey broke up.,
aed4b341-d600-4bea-b2cc-c861d4c16108,Todd was an aspiring artist looking for a new studio.,He scoured the internet but came up empty.,Then he called a realtor who found him one.,She took him there.,Todd decided to live outdoors instead.,Todd loved the place on first sight.,
09c9f01e-ce56-4650-89f4-7ded3a083307,Sam wrote a letter to his mother.,He dropped off the letter in the mailbox.,He was surprised to find that his mother did not receive his letter.,She waited for a month for it to arrive.,Sam tried to send his letter again.,Sam's mother was happy that the letter never came.,
9d63d24d-aa75-4086-9779-3af0e15fa919,Gina grabbed a funeral program and took a seat.,The actual funeral didn't start for another thirty minutes.,Gina just wanted it to be over.,She wanted to get away from the body as fast as she could.,Gina did not like funerals.,Gina enjoyed funerals.,
c05a61ab-e204-4889-a289-ff8ea8e56245,Gina and her friends had been given permission to go to the library.,And had arrived to find the door locked.,A teacher spotted the girls sitting in the hall.,She wanted to see their hall pass.,The girls started dancing.,The girls have her their passes.,
406ebb11-5b1d-48f4-ad51-6163bd2247b4,Gina was sad.,Her first day of high school hadn't turned out as she hoped.,She spent most of the day waiting to enroll.,"She was alone for most of that time, and lunch was lonely too.",When Gina went home she cried to her mom.,When Gina went home she told her mom what a great day she had.,
8b25dd68-1788-4914-b18c-40ba07a67fe4,Jolene was running late for work.,She was speeding in her car.,A policeman pulled her over.,She was given a speeding ticket.,Jolene loved what she was given.,Jolene was even later.,
dae34eaa-dc09-4c74-a514-14ab497f5377,Jane was addicted to a soap opera.,She would watch it every day.,Last Friday was the big finale.,She was glued to the screen.,Jane was happy with the ending of the series.,Jane took the children for ice cream since their father was drunk.,
40a3a199-4036-4483-91d4-c005debdf04d,Lira was so excited to meet her favorite rapper.,She had backstage passes for after the concert.,She made her way backstage and introduced herself.,"She was horrified to see that the rapper was drunk, rude and sexist.",Lira became one of the rapper's roadies.,Lira never listened to the rapper's music again.,
438ca490-9f98-42f2-b464-500339ac579c,When the waiter returned to the table the customers looked ready.,She asked the woman what she wanted to eat.,The woman began to speak and then stopped.,She was no longer sure what she wanted.,The waiter put the order in.,The waiter gave them more time.,
7b605211-7420-4c87-92eb-d130baa42c0e,It was Jane's second date with Jack.,As she waited for him to arrive her mother asked when she would return.,Jane avoided answering her mother's questions.,She was relieved to finally see Jack pull into the driveway.,She opened the door and left.,Jane's mother was very happy with her.,
feff452e-33b0-4a05-8811-e32fb1a6dbd1,Candy was nervous about her upcoming airplane trip.,Her sister gave her some sleeping pills to help her relax.,"Candy hated taking pills, but once on the plane, she felt differently.",She was too nervous and took the pills despite herself.,She felt as if she had drunk five cups of coffee.,She didn't wake up until the plane landed.,
aa0c1ceb-3016-42e0-905d-afa24bd591a9,Molly's computer broke last week and she knew she needed a new one.,Her computer had fallen off of the table on accident.,Molly went to the store to look for a new computer to buy.,She wasn't sure which one was the best so she asked the worker.,The worker told Molly to keep using the computer she had at home.,The worker recommended a few different computers to Molly.,
d90ff5fd-3955-4559-9d26-e676a6520f7e,Ella wanted to be a comedian.,One night her local comedy club had an amateur night.,Ella decided to try it out.,She went onstage and told her jokes.,The audience sobbed at the sad songs Ella sang.,The audience's laughter told Ella she should pursue her dream.,
803745f2-5db4-453e-9c6b-e27205ec4063,Becky has a cousin named Ashley.,Becky and Ashley used to be friends when they were kids.,Ashley started being stupid when she grew up.,She went to jail for stealing tampons from a dollar store.,Becky lost contact with her.,Becky is proud of Ashley.,
71b949ae-4154-4254-bd9b-d0fadde41301,Ela was babysitting.,Her young charge wanted chicken nuggets.,"Ela checked, but there were none in the freezer.",She went to McDonald's and bought some nuggets.,Ela ate all of the chicken by herself.,The child was happy with his nuggets.,
e01f9d8f-8eb7-4398-bda4-d37a8d1479a5,Agatha loved to bake cookies.,One day she put a batch in to bake.,"However, after twenty minutes, there was no scent of cookies baking.",She went to see what had happened.,Agatha found the oven heat was too high.,Agatha found the oven was turned off.,
f4a7bd60-16ca-4230-a233-9811ff144e77,Yasmine was all alone with a migraine.,She did not know what to do or how to make the pain go away.,She remembered what her mother used to do for her during migraines.,She went to the sink and prepared a warm towel.,She put the towel in the dirty laundry.,She pressed the towel to her forehead.,
476c4750-0daa-400d-9d8b-0bd8af6cc016,Laura told Cindy she would bake her a cake for her birthday.,Laura decided to make a chocolate cake.,She found a recipe online.,She worked all day baking the cake.,Laura sold the cake so she could afford new shoes.,Laura was very proud of the cake she made.,
